model,nafmfactor,kahfactor,hcnffactor,lvamvhalf,hvahslope,gnapbar,kamfactor,nafhslope,hvahfactor,nafhfactor,hvamslope,kdrnvhalf,hcnmifd,naphslope,gkdrbar,kahslope,nafhvhalf,hvamvhalf,kahvhalf,naphfactor,hcnratio,ghcnsbar,napmvhalf,kmmfactor,nafmvhalf,glvabar,napmfactor,lvamslope,kmvhalfl,lvahslope,gkmbar,naphvhalf,lvahvhalf,kamvhalf,kmkl,hvamfactor,CM,hvahvhalf,Rm,lvamfactor,nafmslope,ghvabar,kdrnfactor,napmslope,hcnsfactor,hcnmiso,gkabar,kamslope,gnafbar,hcnmisd,kdrnslope,gskbar,hcnmifo,tauca,lvahfactor
45,0.81097001,0.96066999,0.81796902,-52.150253,9.3231754,23090.025,1.0320489,5.7520771,0.83655602,0.85573697,7.70715,-13.427526,8.6026926,9.3937006,5499961.5,7.3402519,-27.492712,13.196259,-56.69875,1.128994,1.611766,35460.555,48.127373,1.077239,-27.578234,107955.1,0.843032,7.4442449,-40.424789,7.8070641,65084.984,49.03281,-88.99559,-22.378645,-10.130091,1.193278,1.057759,35.532032,43399.465,1.145401,11.031109,308466.81,0.98796803,3.877089,0.99165201,5.7966471,14872.979,15.691599,3194908.5,15.318305,23.24711,37144.914,69.225792,79.953995,0.96752203
46,1.177582,0.98707598,0.946926,-51.562119,7.200767,47078.316,1.08885,5.5261011,1.122202,1.020643,9.0375538,-17.854105,8.2317371,11.431102,1901808.2,9.7894249,-28.70606,11.107504,-56.301594,1.11663,2.045794,37819.789,44.811069,1.141306,-22.311653,155960.55,1.053027,9.6462793,-39.499546,7.9511948,117035.41,48.077782,-86.462494,-18.567051,-10.018027,1.005877,0.98786801,41.946701,76622.859,0.90594202,9.0739546,337679.41,1.014773,5.0789461,1.131763,5.9213638,45842.355,15.69026,8133852.5,14.588534,17.313009,51802.344,74.245155,48.737312,1.181689
47,1.124383,1.009622,0.80359501,-54.410839,10.021888,50255.391,1.1477849,6.5981522,1.167236,0.953255,7.4834881,-16.662476,8.2810221,11.584073,6053136.5,6.8139539,-20.862537,9.8403692,-60.711845,1.131763,2.1961689,40068.113,47.620777,1.05404,-25.315895,143717.86,1.026575,7.3922572,-35.131664,5.4340582,195986.56,52.793652,-89.361732,-15.355366,-10.888471,0.84058303,0.98733097,38.097252,75238.68,0.91464901,8.8431778,161376.53,1.0389611,3.6690481,1.038116,1.406943,36360.625,17.876368,2644362.8,14.051055,19.419626,50472.383,77.805283,72.987343,1.149727
48,1.059507,1.142662,0.800897,-56.110695,8.4373798,45051.082,0.97669601,6.560348,0.886271,1.180757,9.3012276,-20.134848,8.552412,8.1969643,4224038,8.0272541,-27.566769,10.783993,-58.557121,0.82776201,2.066226,30761.654,45.648754,0.93850601,-26.023647,100455.04,0.96080202,9.4380016,-39.236893,6.2445989,100837.71,51.883018,-89.305092,-15.71584,-11.267234,1.17658,1.207056,34.616421,45640.41,0.87051201,9.2447433,240343.73,1.157871,4.526793,0.89433002,1.3516949,48470.582,13.107865,4020329.2,18.614555,18.509367,34605.219,78.936417,132.20201,1.197433
49,0.82163203,0.83239698,1.198566,-50.993359,9.0755901,58201.355,1.118348,5.3846478,0.81693703,0.93559802,6.7508349,-15.911247,11.671888,8.8391132,5858621,8.256423,-24.181543,12.189905,-54.376511,0.85678297,1.726851,20570.949,48.293526,1.067734,-25.217754,54638.656,1.133965,9.5074749,-36.994938,7.0861468,108871.94,48.22031,-88.9505,-19.531542,-9.0227251,0.82276899,1.035916,38.027451,74664.547,0.89480698,7.8513408,136278.41,0.98812097,4.0729489,1.172801,0.417,39395.406,16.326313,6778516.5,13.12939,19.297581,81155.453,77.783821,78.907745,0.88880002
50,1.071903,1.05519,1.06929,-52.642582,9.9517126,41234.75,1.0226279,7.155448,1.126493,0.83948499,7.6168132,-17.704721,11.501649,10.890437,3243046,7.4242592,-27.421022,12.298961,-60.233784,1.0896389,1.978822,25487.74,53.384151,0.81860501,-21.158978,52945.488,0.919568,7.910872,-37.051731,5.6935668,120885.48,48.731789,-88.366898,-16.261211,-11.22981,0.89894301,1.133042,36.157341,73917.961,0.95297199,9.9794426,91434.484,1.042478,4.6750898,1.0432661,5.9829788,42035.348,16.107649,6838534,16.043825,21.326599,99421.578,77.51059,146.70834,0.93151098
51,1.056164,0.88659298,0.87709999,-56.410778,9.8179359,48950.871,1.0475121,6.6961589,1.1589479,0.98348898,7.3475108,-21.474508,10.685542,8.962986,3422870,7.0740409,-21.043282,10.070845,-59.584209,0.913095,1.5791481,36475.336,45.566036,1.127153,-27.157179,102316.06,0.908283,8.2371159,-37.300365,6.0144472,120661.8,45.589134,-92.309982,-15.981862,-8.3280811,1.1694109,1.227934,41.371166,44045.801,1.075479,9.1070032,277559.97,0.94853902,4.4577188,0.97752702,1.992202,26840.85,12.099042,2827112.2,14.729965,16.52376,56771.414,74.629776,71.957802,0.91874498
52,0.83890301,1.056098,0.92704803,-52.685814,8.4250126,55999.836,0.97929299,5.2163,0.94022101,1.173784,7.3359451,-13.536306,10.324828,10.317025,5974174.5,7.7919788,-24.284349,12.052527,-54.2346,0.80736101,1.998087,19605.93,44.401272,1.136122,-21.737583,108746.81,0.81566399,7.1473241,-40.922764,7.0086551,87602.531,49.386906,-92.939392,-20.626144,-11.427766,0.80641401,1.0360399,32.754898,49182.68,0.85496002,10.127402,149354.25,1.1133161,4.5981879,0.972637,-1.9575059,19191.016,14.42782,4248191.5,14.217451,19.018238,77168.328,74.443077,77.678474,1.008072
53,1.046877,1.038951,1.095107,-47.640812,8.0199022,38492.395,0.99603599,5.5620308,0.82138401,1.127269,8.5341988,-17.558865,11.641231,8.2830009,4349621,9.5021667,-25.363461,12.155685,-53.667381,1.177828,1.895026,29495.523,47.722225,0.91612101,-27.060762,123023.05,1.06512,8.8239479,-35.825611,7.104836,172461.28,46.57436,-91.441856,-21.011286,-8.8693676,1.11177,0.91621798,33.796207,38455.805,1.037582,10.071006,170169.78,1.077023,4.3702149,0.839127,4.0019412,39895.684,17.839323,2849264.5,18.808014,17.448681,71846.352,69.998848,62.631641,1.180674
54,1.013289,0.821329,0.959791,-54.864326,10.310522,21568.131,1.065738,6.095015,1.030483,0.92996699,8.0359974,-16.532146,11.16926,8.1977873,5867019.5,8.270668,-25.164139,12.103531,-56.743107,0.84972203,1.964594,33559.109,43.720604,0.965469,-24.174768,145498.73,1.0633039,7.2728181,-37.43417,5.5019078,107171.11,49.243717,-86.318298,-19.898516,-8.6302919,0.958112,0.93231398,41.121483,35329.25,0.82293099,8.510375,160918.56,1.0767699,4.0414872,1.018437,0.91098601,41764.766,16.147461,4871482.5,15.27736,16.588867,34824.539,75.765045,125.83908,0.87687999
55,1.171363,0.93177098,1.152447,-55.781918,8.6580143,54600.461,1.131961,5.3258448,0.865062,1.197476,9.0251341,-20.544716,10.844017,10.45183,5542168,8.8476524,-26.092646,12.487422,-56.67041,0.80839097,1.767511,57794.785,46.985973,1.048293,-24.02367,93533.852,0.89813501,6.995409,-42.339367,7.2108731,142495.16,49.199711,-86.72493,-21.825314,-8.2242689,1.10324,1.203476,36.256195,49421.898,0.88168699,9.1070204,140286.44,0.99409598,4.8157439,1.085965,-1.57195,14891.796,16.721369,4610721.5,12.998019,19.206779,71536.133,74.045311,66.847305,1.153773
56,1.0862271,0.85948598,1.185689,-50.946362,8.4426813,41915.465,0.89451998,6.2871399,0.89006299,1.116248,7.876678,-19.070072,9.7423077,8.6495523,4655636,8.6325073,-28.5867,9.5645695,-58.197582,1.089303,1.943071,51062.719,47.750038,0.90622801,-23.75886,132644.69,0.85341698,8.3445158,-38.823341,7.955956,92139.688,45.235825,-86.898064,-14.407837,-9.2799082,1.049311,1.093703,39.001797,38406.594,1.025856,10.047626,247625.08,0.97310799,4.201767,1.131482,-1.498211,22214.322,13.179479,3974454,17.952185,16.570566,75245.789,75.861588,51.481853,0.80904901
57,0.97125298,0.99821198,0.81874597,-53.330322,10.671758,21757.428,0.86589801,5.791327,1.168933,1.064687,7.7647772,-21.710482,7.9678378,11.695559,4960690.5,6.5809422,-22.878984,8.7830849,-62.921429,1.168215,2.0621619,51025.859,46.394424,0.96780998,-25.179922,86104.375,1.0179811,8.9855442,-37.780258,6.7804399,130648.66,51.652374,-92.251221,-19.779976,-9.0958834,0.92651403,0.79698497,37.285587,53081.445,0.97919703,9.5408096,260305.88,1.038028,3.5871229,1.055494,5.6394238,37165.738,16.545599,6362427,17.832815,18.544315,47478.848,74.921684,75.998642,0.81604701
58,1.18036,1.07707,1.031677,-49.076912,8.4634838,52210.156,1.031127,6.38486,0.91993701,0.83159399,7.136857,-15.728332,10.956568,9.8596821,4388570,7.2268591,-27.432404,6.3869429,-58.715317,1.1465679,1.8249739,32382.084,47.650082,0.99709499,-22.837263,105618.09,0.84537601,8.7130394,-42.625278,6.049531,203607.83,47.426731,-90.160675,-17.083096,-11.196674,1.028684,1.231464,38.235615,78029.688,1.090232,11.057635,128526.56,1.166201,4.819757,0.85498899,4.0017018,27206.664,14.258971,6896523,17.286648,19.502357,42404.602,73.241791,59.701847,0.901057
59,1.165187,0.92236,0.80654901,-49.751057,9.3734493,51440.367,0.89158601,5.1203799,1.005022,1.155606,8.1626692,-21.22809,7.9796882,9.7564688,3562436.5,9.1468019,-23.467798,9.3607998,-53.586884,0.90127999,1.9951119,54118.391,44.829327,0.97465599,-21.541067,96202.938,1.030764,8.9427366,-37.580826,7.6913409,152610.91,53.651958,-88.248184,-14.924172,-9.6975842,0.85314602,0.92585897,37.55785,77118.031,0.83201802,10.645024,139174.11,0.95176899,3.861793,1.104517,2.4595749,18867.258,13.073768,7042074,13.014764,19.900537,95162.43,72.709679,138.49477,1.128759
60,1.188864,0.857072,0.85018498,-50.319771,9.925705,58858.75,0.93695199,5.7428098,0.96742702,0.97846001,9.7885141,-16.611067,11.483634,10.840884,4814762.5,8.0225306,-21.517202,10.992746,-54.703144,0.95905101,1.864635,46835.367,43.867508,0.88221002,-26.012451,118628.31,1.149439,7.2480192,-40.179459,7.1420989,70625.016,44.323353,-87.976547,-20.393822,-9.068224,0.90987098,0.83585602,36.965668,79926.93,0.94698602,10.702352,115190.24,1.057439,4.9804358,0.88603097,6.0145478,32328.783,12.355184,6327794,17.580248,23.044941,84251.617,73.503662,137.35551,0.92652398
61,1.184818,0.93837601,1.058862,-51.695717,7.7777581,42400.188,1.024101,5.1453829,0.84002501,0.926557,9.7672434,-12.674021,10.57538,11.155103,3167285.2,9.0108652,-25.576391,15.936166,-60.669151,0.98199803,1.7074291,33358.438,52.850109,0.87694901,-28.231821,64020.586,0.82780802,9.7470636,-40.760914,5.5688858,133669.39,53.610767,-83.832535,-14.893546,-10.452921,0.96235502,1.0142159,36.85881,65946.086,0.95527703,8.0524225,217341.77,1.183562,5.2143822,1.0575531,0.96662199,18982.934,17.391308,5484112.5,16.260506,17.183212,96076.773,76.045082,149.64229,1.029726
62,0.87621301,0.99948502,0.817213,-52.680443,9.7004013,31447.516,0.945674,5.868351,1.182052,0.83740902,7.4151149,-17.51144,10.93323,10.05371,5367098.5,8.36131,-28.403862,10.965384,-56.836277,1.167812,1.553026,37869.188,47.055244,1.068784,-23.303183,85484.82,0.93394297,7.3993812,-36.007477,7.1259022,169286.92,50.494678,-90.553864,-13.544974,-8.512763,1.029006,0.97349602,34.180088,61223.703,1.08332,9.4693909,318763.53,0.82053,4.6181211,1.110194,6.9873939,32660.701,15.258474,6852067.5,16.480244,21.749191,56741.738,70.493225,105.0296,0.85040998
63,1.172524,1.141691,1.069429,-49.053734,8.4367819,23011.994,0.909805,6.0252552,1.054242,1.166837,9.8157921,-16.480333,11.640379,11.471247,6327719.5,9.2972107,-23.792414,13.397134,-56.002426,1.055205,2.03549,41368.246,45.689217,0.94685698,-27.609797,71087.977,0.83830398,8.4782743,-36.605938,6.5969291,148193.08,43.830803,-87.574104,-14.930756,-8.9292402,1.057898,1.180873,41.371735,74693.047,0.864492,10.665569,302801.06,1.114033,3.6820641,0.93197602,-0.65029001,14813.643,14.807261,6595349.5,17.404222,20.178583,66945.688,74.438461,143.22862,0.80441803
64,1.0087039,1.108543,1.114437,-54.56097,7.7117271,66628.445,1.1858701,5.5733161,1.124819,1.05031,9.1371193,-15.463349,9.3165617,10.732107,5700576.5,9.7107887,-22.020437,7.1270909,-54.380329,0.92962497,1.989301,35633.316,46.307274,1.107412,-24.70112,59379.555,0.90827399,6.8621659,-37.742916,5.9652171,113435.8,49.559155,-90.051826,-22.301737,-10.344102,0.96241599,1.037204,36.526478,59514.543,0.89103001,8.8397207,167637.47,1.050994,4.1777768,1.173866,-0.53081203,27795.041,16.187037,2849378.8,12.968758,16.073824,35936.285,74.726906,126.71246,1.1773731
65,0.83269,1.184727,1.003269,-55.309837,10.529032,55843.707,1.167977,5.7985411,0.86027801,0.89306802,8.3639431,-20.996769,8.3730526,8.3424711,5388634.5,9.643115,-26.278322,6.8510971,-57.309193,1.1979851,1.740739,52012.855,47.81876,1.061331,-22.625633,146743.28,0.83652198,7.1993499,-39.181908,5.997735,72173.844,50.634521,-83.755692,-21.333105,-10.510798,0.81566298,0.82413799,37.962162,56841.102,1.0587471,7.803514,348441.81,1.0950871,3.7735801,0.835495,-0.39237899,22686.906,15.356446,3869800,14.865319,23.48715,33841.941,70.615311,87.906281,0.860282
66,1.182478,0.859115,1.00133,-52.31559,10.770415,46977.762,0.988029,5.7469521,1.0283149,1.09429,7.0631871,-16.087917,11.06389,10.005374,3111301,9.7134752,-25.232918,6.7023768,-60.044758,0.95063198,2.0502999,40298.039,46.423428,1.02183,-21.530169,42085.855,1.08092,6.6372809,-38.032803,6.5575581,93286.844,51.409679,-90.18821,-13.903941,-8.2249699,0.94263101,1.19783,38.795433,20795.785,1.1117949,8.9061728,176858.28,1.123317,5.130661,1.050115,6.8841748,23991.643,12.870104,4598140.5,13.221269,17.17835,73542.492,78.608223,88.305649,0.89920801
67,1.034011,0.87486899,1.08092,-49.738113,8.2505856,38638.41,1.127417,5.447453,1.0879019,0.99057299,10.023836,-18.761379,7.9313822,8.9488239,5917905.5,7.7295752,-22.22015,12.63624,-58.79948,1.1482559,2.0967801,59027.633,46.447861,0.80366999,-23.568356,104911.18,1.033094,7.6454172,-37.806755,6.6918678,64466.938,48.747425,-83.727425,-21.858463,-10.236776,0.87119299,1.12569,33.2934,73646.641,1.154513,8.7404976,164992.47,1.131277,3.9805119,0.86219501,2.1356609,34473.66,13.218251,5164966.5,18.614511,19.45348,37088.324,77.608055,117.41264,1.0759
68,0.85813302,0.800933,0.89662099,-56.143864,9.0401077,27315.484,1.12763,5.2165022,1.00472,1.0268871,9.0250654,-20.443525,9.0337324,8.660573,3898727.2,6.6833038,-26.694744,6.8519282,-59.780479,1.010088,2.180938,27720.135,49.646664,1.12937,-22.178093,127525.16,0.81928998,9.5987997,-38.819511,7.6909509,171471.5,47.867176,-84.271034,-20.16287,-10.55559,0.967399,1.125594,40.415977,37616.375,0.95268798,10.466069,196017.06,0.82656902,4.9482608,1.052924,6.3993702,20742.291,15.915887,6186330.5,13.01773,19.829006,80063.102,72.938583,74.319359,0.86752301
69,1.160863,0.86946303,0.94612497,-53.120903,9.4291048,62263.488,1.10677,5.7700238,1.100768,0.97307098,8.167202,-20.266768,9.2958336,11.86382,1974238.2,7.7687702,-27.94165,11.470337,-54.680729,1.005262,1.653427,37314.574,44.433357,0.93623102,-25.314892,92590.859,1.097314,8.0640554,-44.195183,5.3488441,88327.164,44.791672,-84.304153,-17.789469,-11.396515,1.1385781,1.2132829,39.096054,35833.469,1.176773,8.4548082,120256.95,1.197266,4.192142,1.182456,3.771415,38362.836,14.926633,4857020.5,14.458767,20.907503,78531.695,75.950058,131.51714,1.072347
70,1.197855,0.878838,1.045633,-50.70993,9.0459499,39712.113,0.90739799,5.7369728,0.81035298,1.02865,9.6117401,-20.006083,7.989809,8.7864571,4380300,9.4421148,-28.185431,13.480488,-60.036045,1.163831,1.933437,47621.102,49.328159,0.85153502,-22.814529,57048.961,1.084905,8.5094843,-36.976871,6.1125741,66772.133,53.352596,-92.828011,-18.628983,-9.3105278,0.96389502,0.87225199,38.839287,70468.375,0.81630099,8.0278511,340005.22,1.132796,4.1698418,1.103494,1.862686,32876.398,16.791542,6765419,16.694895,23.352543,38480.617,74.244431,124.64627,0.80589199
71,1.073571,0.96080101,0.88939399,-48.181515,9.2767601,66297.586,0.82341701,4.9648981,1.007906,1.00243,8.8897219,-18.323723,10.454304,9.3028431,3265859,8.9304552,-26.563581,8.8340902,-53.134926,1.055751,1.6802911,23199.25,47.689636,1.051087,-25.286259,144471.23,0.95115,9.3272943,-44.150387,5.8613868,231821.91,51.291737,-84.624313,-17.258446,-9.1278858,0.80159301,0.87169302,35.52037,67656.734,1.007202,9.0441275,124715.45,0.81348002,3.5398419,1.136456,3.3285079,25296.812,12.444665,5743571,16.181374,22.797005,88999.805,77.040619,40.398777,1.047876
72,1.140645,0.97960001,0.95477599,-54.676857,10.382352,42167.426,0.825445,6.9710312,0.95210701,1.078252,9.3468695,-16.050211,7.8545589,11.213104,1936572,9.2300406,-27.723352,12.23667,-56.897003,0.98997498,1.593503,31449.406,50.252186,1.139266,-24.404587,71021.031,1.1281199,9.1361618,-43.502628,7.1336021,75598.211,51.024109,-90.022087,-19.867039,-9.1727371,0.84970701,0.83047098,32.207035,46633.5,0.882231,8.3389206,120640.87,0.92587,4.3691568,0.92261899,5.034966,28954.326,16.050243,6082051.5,15.743522,18.860159,70496.242,75.378769,78.776939,0.98640901
73,0.85483199,0.960774,1.180117,-54.59341,9.2804041,22948.068,0.82951301,6.8728681,1.062543,1.005205,7.0738611,-17.492943,9.0340738,8.1588526,2870914.8,9.3906479,-23.882774,10.817736,-60.57505,1.047763,2.138664,47906.504,52.601192,1.157198,-27.759232,95889.461,1.109303,9.3151884,-35.60548,6.135344,106697.17,44.170292,-90.277397,-14.787795,-8.1262112,1.139447,1.118188,40.012615,26999.18,0.993864,8.6789713,337802.56,1.003275,4.78018,0.90971899,1.009365,14493.106,15.091651,4819011,15.072549,22.247976,89065.984,69.56823,113.10741,0.960971
74,1.1903321,1.063305,0.855079,-50.400394,9.6597137,51339.512,0.92703599,7.0959201,0.93659103,1.023191,9.8360796,-13.312033,8.2803469,11.725866,2914925.5,7.8769951,-20.253296,14.858949,-59.488316,0.840047,1.806816,54056.367,47.23584,0.98355103,-22.515734,119582.6,0.92372298,7.7821822,-44.057201,7.2583122,134363.75,45.996658,-90.971405,-19.566719,-8.3347368,1.119754,0.87926602,39.310066,78153.344,1.0011359,8.9672861,215517.94,0.89612299,4.411931,0.90222102,0.99971098,24299.494,12.970196,3372358.8,14.773235,23.354086,69634.25,73.279716,114.98478,0.82380599
75,1.023191,0.95647001,0.93958497,-54.401482,8.3279161,48967.902,1.081093,6.9970059,1.093648,1.188208,8.2300892,-20.211231,8.823719,11.140133,2677506.2,8.2232199,-22.722694,12.333816,-54.702644,1.138968,1.57716,45139.438,49.453033,0.91747701,-21.464146,43476.406,0.840047,8.4486971,-36.51519,6.283401,147351.09,53.365246,-89.274475,-13.548136,-8.1231098,0.87784398,1.146956,32.622208,67996.086,0.95230597,8.7493019,116944.73,1.157198,3.9246571,1.002712,7.3248539,26598.1,15.325516,8111729.5,16.980894,23.337774,92532.258,70.158539,64.043961,1.027647
76,0.887725,1.1697839,0.88630098,-51.135109,8.1425829,52704.605,1.176417,6.1252518,0.94092298,0.805031,7.09308,-17.991795,9.5611763,8.0745163,6373646.5,6.7906122,-21.155586,11.014656,-56.64677,1.104633,1.959721,49915.449,44.25494,0.862854,-28.227028,119587.18,1.088572,8.5542898,-41.426308,5.4216738,108397.16,44.46508,-90.022057,-16.863541,-8.8804665,0.85592699,0.95602697,35.874702,63950.496,1.0423681,9.9059696,273448.44,1.174708,4.6664619,0.97961998,-0.75527298,18721.873,15.208893,3381892.5,13.389689,18.423882,101871.88,71.562561,49.167873,0.89582801
77,0.90171599,1.012198,1.176523,-54.650188,10.117934,63528.527,1.125694,5.0861578,0.87456203,1.168599,9.2672453,-13.613809,9.2638988,10.494765,4918291,8.3288898,-23.659657,7.2550378,-58.441742,0.83541399,1.799891,37376.914,45.186436,1.07453,-29.44755,147039.11,0.81972599,7.945169,-39.704891,5.5605259,75796.609,47.038456,-86.621323,-18.025551,-9.056571,1.042271,0.84334898,40.847614,31339.057,1.106372,9.17698,92063.625,0.98742801,4.2845082,0.85399002,4.4895148,13986.587,13.712686,3060390.5,17.444756,19.345039,37430.527,73.211929,151.97195,1.1112781
78,1.014933,1.063872,1.1428421,-55.403362,9.9984217,49732.598,0.93325597,5.0512671,0.87026799,0.803348,9.0760069,-22.18894,10.938682,10.560378,3452458,6.986537,-23.593475,10.341006,-58.44022,1.171765,2.184876,24154.568,47.498314,1.051509,-27.230721,58651.094,1.124033,8.7771597,-43.626247,5.896842,110021.02,52.145466,-84.045174,-15.374114,-10.485005,1.130752,1.129748,38.324699,37527.586,1.022139,9.3671818,146737.47,0.960217,3.621367,1.141838,0.265569,38688.383,15.957111,3609716,14.394078,17.485891,69333.156,71.60952,126.02795,0.97152698
79,0.87826002,0.95973802,0.90646398,-55.632946,10.787096,34418.316,0.83561301,5.4521689,0.85077798,0.86988002,7.0257292,-20.505726,8.9667988,11.047157,5968713.5,9.5786142,-24.795389,13.14466,-54.758961,1.108762,2.1849101,50956.781,51.035374,1.116791,-23.262737,115814.9,1.068005,8.2356434,-39.456482,7.953692,116724.95,49.209949,-84.683418,-14.34826,-10.990144,1.105303,1.174709,41.034561,26505.119,1.127589,8.9654026,247506.11,0.90327102,4.9080839,1.184708,3.1070809,26777.832,17.115532,7174188,15.592774,18.576836,67840.242,78.890488,80.867393,1.145468
80,1.0019571,1.144013,0.83313102,-56.147331,10.102565,51078.93,0.80957699,5.717154,0.90167201,1.181996,9.1839066,-16.96246,10.737754,8.0383883,2987952,9.8142147,-26.743959,11.516428,-56.201759,1.185892,1.550869,24852.113,49.931625,0.80253798,-21.586996,163458.8,0.94918603,7.656116,-40.31086,7.7029762,226281,48.991638,-91.798103,-21.040676,-11.310746,0.87316501,0.84754503,34.475155,71063.328,0.80176198,11.195036,218490.08,1.105917,4.8585272,1.145772,1.883293,48171.133,13.179033,3771096,17.651409,19.651873,67043.07,69.518227,57.045128,0.96969599
